@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 30\nSize of the tree: 59\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

heart,8,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,25,5,0,83.333333,16.666667,0,0.666667,0.213381,0.388,42.899501,77.767986,29.906577,22.235865,7.670712,0.996886,0.741195,0.25569,17.73361,0.59112,1781.199471,0.8125,13,0.142857,2,0.857143,12,0.1875,3,0.866667,0.8125,0.83871,0.834821,0.833333,0.16369,0.83631,0.166667,0.835556,0.833333,0.833519,0.834821,0.003,0,0.002382,0.000017,8921,40040,6623,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
heart,8,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.598214,0.259925,0.399849,52.256908,80.142835,29.906577,1091.4402,-1061.533623,0.996886,36.38134,-35.384454,15.113941,0.503798,1518.074659,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.839286,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.839286,0.003,0,0.002439,0.000017,7838,40040,6623,'Number of leaves: 12\nSize of the tree: 23\n',23,12,12
heart,8,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,21,9,0,70,30,0,0.383562,0.322992,0.486795,64.936357,97.569698,29.906577,3239.550735,-3209.644158,0.996886,107.985024,-106.988139,10.904742,0.363491,1095.294221,0.875,14,0.5,7,0.5,7,0.125,2,0.666667,0.875,0.756757,0.741071,0.7,0.325,0.675,0.3,0.718519,0.7,0.687662,0.741071,0.002,0,0.002178,0.000016,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,8,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.587156,0.239794,0.421291,48.209698,84.440621,29.906577,1094.562852,-1064.656275,0.996886,36.485428,-35.488542,16.029569,0.534319,1610.042227,1,16,0.428571,6,0.571429,8,0,0,0.727273,1,0.842105,0.776786,0.8,0.228571,0.771429,0.2,0.854545,0.8,0.788517,0.776786,0.002,0,0.002218,0.000015,10004,40040,6623,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
heart,8,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.322286,0.502952,64.794363,100.808048,29.906577,3244.647735,-3214.741158,0.996886,108.154925,-107.158039,11.142237,0.371408,1119.148704,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.683036,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.683036,0.002,0,0.002194,0.000016,9282,40040,6623,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
heart,8,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,21,9,0,70,30,0,0.394619,0.322558,0.529184,64.849204,106.065855,29.906577,5386.080566,-5356.173989,0.996886,179.536019,-178.539133,10.807709,0.360257,1085.548074,0.75,12,0.357143,5,0.642857,9,0.25,4,0.705882,0.75,0.727273,0.649554,0.7,0.307143,0.692857,0.3,0.699548,0.7,0.69899,0.649554,0.002,0,0.002195,0.000017,12170,40040,6623,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
heart,8,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.598214,0.214789,0.40407,43.182508,80.988889,29.906577,2161.142427,-2131.235849,0.996886,72.038081,-71.041195,17.186668,0.572889,1726.263527,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.837054,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.837054,0.002,0,0.002339,0.000017,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,8,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,23,6,0,79.310345,20.689655,0,0.569307,0.270627,0.410879,54.543441,82.58313,28.793911,1091.914731,-1063.12082,0.992893,37.652232,-36.659339,13.804604,0.476021,1385.950997,0.9375,15,0.384615,5,0.615385,8,0.0625,1,0.75,0.9375,0.833333,0.759615,0.793103,0.240219,0.759781,0.206897,0.812261,0.793103,0.785789,0.759615,0.002,0,0.002258,0.000017,9643,40181,6482,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,8,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.268299,0.439629,54.074085,88.361622,28.793911,2163.786465,-2134.992554,0.992893,74.613326,-73.620433,13.574236,0.468077,1362.822594,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.790865,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.790865,0.002,0,0.00238,0.000016,11809,40181,6482,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
heart,8,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.26314,0.428207,53.034383,86.065913,28.793911,1094.355131,-1065.56122,0.992893,37.736384,-36.74349,13.933066,0.480451,1398.84834,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.846154,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.846154,0.002,0,0.002412,0.000016,10004,40181,6482,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
heart,9,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.186772,0.328689,37.549738,65.879998,29.906577,16.377432,13.529145,0.996886,0.545914,0.450972,19.362782,0.645426,1944.836804,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.933036,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.933036,0.002,0,0.002428,0.000017,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,9,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.598214,0.250084,0.415644,50.278563,83.308711,29.906577,1094.500512,-1064.593935,0.996886,36.48335,-35.486465,15.48862,0.516287,1555.708236,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.821429,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.821429,0.002,0,0.002443,0.000015,9282,40040,6623,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
heart,9,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,21,9,0,70,30,0,0.38914,0.320467,0.508455,64.428723,101.911034,29.906577,4312.440157,-4282.533579,0.996886,143.748005,-142.751119,10.93597,0.364532,1098.43083,0.8125,13,0.428571,6,0.571429,8,0.1875,3,0.684211,0.8125,0.742857,0.712054,0.7,0.316071,0.683929,0.3,0.704306,0.7,0.694857,0.712054,0.002,0,0.00221,0.000016,9282,40040,6623,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
heart,9,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.251072,0.427804,50.47712,85.745941,29.906577,1095.959514,-1066.052937,0.996886,36.531984,-35.535098,15.08723,0.502908,1515.391807,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.8125,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.8125,0.002,0,0.002365,0.000018,12531,40040,6623,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
heart,9,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.307976,0.498676,61.917511,99.951008,29.906577,5381.386626,-5351.480049,0.996886,179.379554,-178.382668,11.926584,0.397553,1197.930083,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.678571,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.678571,0.002,0,0.00224,0.000017,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,9,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.594595,0.211071,0.435621,42.435138,87.312776,29.906577,3235.801964,-3205.895387,0.996886,107.860065,-106.86318,17.308654,0.576955,1738.516093,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.819196,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.819196,0.002,0,0.002297,0.000018,14336,40040,6623,'Number of leaves: 30\nSize of the tree: 59\n',59,30,30
heart,9,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.26546,0.435875,53.369738,87.363572,29.906577,1094.68983,-1064.783253,0.996886,36.489661,-35.492775,14.373935,0.479131,1443.746997,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.796875,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.796875,0.002,0,0.002339,0.000016,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,9,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.23463,0.434694,47.288423,87.369632,28.793911,2166.683325,-2137.889413,0.992893,74.713218,-73.720325,15.489857,0.534133,1555.14661,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.766827,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.766827,0.002,0,0.002381,0.000017,11809,40181,6482,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
heart,9,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,19,10,0,65.517241,34.482759,0,0.292683,0.354887,0.547873,71.52551,110.117708,28.793911,5386.10517,-5357.311259,0.992893,185.727764,-184.734871,8.355554,0.288123,838.878719,0.75,12,0.461538,6,0.538462,7,0.25,4,0.666667,0.75,0.705882,0.596154,0.655172,0.366711,0.633289,0.344828,0.653083,0.655172,0.650947,0.596154,0.002,0,0.002431,0.000018,9643,40181,6482,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,9,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.27643,0.477576,55.712903,95.988486,28.793911,4308.621191,-4279.827279,0.992893,148.573145,-147.580251,13.211292,0.455562,1326.383805,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.728365,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.728365,0.002,0,0.002327,0.000018,10726,40181,6482,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,10,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.298845,0.456836,60.081721,91.564951,29.906577,27.677214,2.229363,0.996886,0.922574,0.074312,12.396624,0.413221,1245.14189,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.792411,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.792411,0.003,0,0.002609,0.000025,7838,40040,6623,'Number of leaves: 12\nSize of the tree: 23\n',23,12,12
heart,10,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.598214,0.211305,0.399262,42.482179,80.025164,29.906577,1091.512253,-1061.605676,0.996886,36.383742,-35.386856,17.367102,0.578903,1744.386662,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.883929,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.883929,0.003,0,0.00329,0.000023,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,10,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.192079,0.350033,38.616853,70.158146,29.906577,1087.686197,-1057.77962,0.996886,36.256207,-35.259321,19.176933,0.639231,1926.169752,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.883929,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.883929,0.003,0,0.003192,0.000023,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,10,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.594595,0.220325,0.400122,44.295498,80.197691,29.906577,2160.506461,-2130.599884,0.996886,72.016882,-71.019996,16.996057,0.566535,1707.118155,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.830357,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.830357,0.003,0,0.002801,0.00002,11448,40040,6623,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
heart,10,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.318624,0.506423,64.058256,101.503807,29.906577,5382.870531,-5352.963954,0.996886,179.429018,-178.432132,11.387285,0.379576,1143.76182,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.642857,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.642857,0.003,0,0.002234,0.000016,12531,40040,6623,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
heart,10,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.594595,0.252163,0.414659,50.696414,83.11119,29.906577,1093.450871,-1063.544294,0.996886,36.448362,-35.451476,15.430279,0.514343,1549.848283,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.828125,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.828125,0.003,0,0.002221,0.000016,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,10,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.529148,0.281762,0.460936,56.647225,92.386617,29.906577,2168.713184,-2138.806607,0.996886,72.290439,-71.293554,13.57348,0.452449,1363.34762,0.8125,13,0.285714,4,0.714286,10,0.1875,3,0.764706,0.8125,0.787879,0.75,0.766667,0.239881,0.760119,0.233333,0.766817,0.766667,0.765881,0.75,0.003,0,0.002327,0.000017,8921,40040,6623,'Number of leaves: 15\nSize of the tree: 29\n',29,15,15
heart,10,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.257244,0.422968,51.846093,85.012837,28.793911,2164.32714,-2135.533229,0.992893,74.63197,-73.639077,14.492179,0.49973,1454.98205,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.802885,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.802885,0.002,0.001,0.002344,0.000017,9282,40181,6482,'Number of leaves: 16\nSize of the tree: 31\n',31,16,16
heart,10,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.257287,0.442018,51.854778,88.841677,28.793911,2163.996946,-2135.203035,0.992893,74.620584,-73.627691,14.070925,0.485204,1412.689026,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.783654,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.783654,0.002,0.001,0.00237,0.000019,12892,40181,6482,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
heart,10,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,18,11,0,62.068966,37.931034,0,0.238663,0.367499,0.541687,74.067408,108.874401,28.793911,4315.847846,-4287.053935,0.992893,148.82234,-147.829446,7.345215,0.253283,737.443011,0.625,10,0.384615,5,0.615385,8,0.375,6,0.666667,0.625,0.645161,0.644231,0.62069,0.380305,0.619695,0.37931,0.623974,0.62069,0.621596,0.644231,0.002,0.001,0.002268,0.000018,11448,40181,6482,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
heart,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.60177,0.236008,0.413693,47.448562,82.917637,29.906577,2162.098581,-2132.192004,0.996886,72.069953,-71.073067,16.218741,0.540625,1629.043025,0.75,12,0.142857,2,0.857143,12,0.25,4,0.857143,0.75,0.8,0.823661,0.8,0.192857,0.807143,0.2,0.807143,0.8,0.8,0.823661,0.003,0,0.00273,0.000019,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.524887,0.24336,0.442851,48.926571,88.761961,29.906577,2166.628539,-2136.721962,0.996886,72.220951,-71.224065,15.392338,0.513078,1546.037408,0.875,14,0.357143,5,0.642857,9,0.125,2,0.736842,0.875,0.8,0.767857,0.766667,0.24881,0.75119,0.233333,0.774801,0.766667,0.762667,0.767857,0.002,0,0.002384,0.000017,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.211283,0.375133,42.477726,75.188891,29.906577,2158.604184,-2128.697607,0.996886,71.953473,-70.956587,17.83929,0.594643,1791.814235,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.845982,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.845982,0.002,0,0.002358,0.000017,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,27,3,0,90,10,0,0.798206,0.171808,0.31326,34.541387,62.787563,29.906577,15.026019,14.880558,0.996886,0.500867,0.496019,20.471252,0.682375,2056.173818,0.9375,15,0.142857,2,0.857143,12,0.0625,1,0.882353,0.9375,0.909091,0.892857,0.9,0.105357,0.894643,0.1,0.901357,0.9,0.899663,0.892857,0.003,0,0.002716,0.000016,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.520548,0.273167,0.447233,54.919166,89.640192,29.906577,3235.517059,-3205.610482,0.996886,107.850569,-106.853683,14.039285,0.467976,1410.134049,0.9375,15,0.428571,6,0.571429,8,0.0625,1,0.714286,0.9375,0.810811,0.752232,0.766667,0.257738,0.742262,0.233333,0.795767,0.766667,0.75707,0.752232,0.003,0,0.002421,0.000017,10726,40040,6623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
heart,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.533333,0.27044,0.452665,54.370972,90.728943,29.906577,2168.294527,-2138.38795,0.996886,72.276484,-71.279598,14.110904,0.470363,1417.327628,0.75,12,0.214286,3,0.785714,11,0.25,4,0.8,0.75,0.774194,0.774554,0.766667,0.230952,0.769048,0.233333,0.768889,0.766667,0.766926,0.774554,0.003,0,0.002324,0.000017,9643,40040,6623,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
heart,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,20,10,0,66.666667,33.333333,0,0.336283,0.350838,0.550385,70.534616,110.315134,29.906577,5390.004693,-5360.098115,0.996886,179.666823,-178.669937,9.110339,0.303678,915.060841,0.625,10,0.285714,4,0.714286,10,0.375,6,0.714286,0.625,0.666667,0.640625,0.666667,0.327381,0.672619,0.333333,0.672619,0.666667,0.666667,0.640625,0.002,0,0.002112,0.000018,12531,40040,6623,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
heart,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,22,7,0,75.862069,24.137931,0,0.515513,0.258594,0.485988,52.118094,97.679269,28.793911,5380.529338,-5351.735427,0.992893,185.535494,-184.542601,14.006351,0.482978,1406.205952,0.75,12,0.230769,3,0.769231,10,0.25,4,0.8,0.75,0.774194,0.663462,0.758621,0.23939,0.76061,0.241379,0.761576,0.758621,0.759197,0.663462,0.002,0,0.002406,0.000016,12892,40181,6482,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
heart,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,18,11,0,62.068966,37.931034,0,0.227603,0.387493,0.574073,78.097038,115.383649,28.793911,4321.307171,-4292.51326,0.992893,149.010592,-148.017699,6.378934,0.219963,640.430516,0.6875,11,0.461538,6,0.538462,7,0.3125,5,0.647059,0.6875,0.666667,0.646635,0.62069,0.394728,0.605272,0.37931,0.618492,0.62069,0.618851,0.646635,0.003,0,0.002784,0.000028,10365,40181,6482,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,268,29,26,3,0,89.655172,10.344828,0,0.789346,0.174909,0.319823,35.251937,64.281565,28.793911,1084.071012,-1055.277101,0.992893,37.381759,-36.388866,19.479101,0.671693,1955.657707,0.9375,15,0.153846,2,0.846154,11,0.0625,1,0.882353,0.9375,0.909091,0.877404,0.896552,0.112898,0.887102,0.103448,0.897735,0.896552,0.89605,0.877404,0.003,0,0.003207,0.000023,10004,40181,6482,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
heart,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,23,7,0,76.666667,23.333333,0,0.537445,0.244484,0.41987,49.152549,84.155797,29.906577,1093.961498,-1064.054921,0.996886,36.465383,-35.468497,15.443768,0.514792,1551.203154,0.6875,11,0.142857,2,0.857143,12,0.3125,5,0.846154,0.6875,0.758621,0.845982,0.766667,0.222024,0.777976,0.233333,0.780694,0.766667,0.765888,0.845982,0.003,0,0.003099,0.000024,11448,40040,6623,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
heart,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.174944,0.346306,35.171786,69.411115,29.906577,1087.787502,-1057.880925,0.996886,36.259583,-35.262697,19.937397,0.66458,2002.552281,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.877232,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.877232,0.003,0,0.00273,0.00002,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.283162,0.457812,56.928649,91.760631,29.906577,1098.305711,-1068.399134,0.996886,36.61019,-35.613304,13.157009,0.438567,1321.516442,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.810268,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.810268,0.002,0,0.002337,0.000016,10004,40040,6623,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
heart,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.594595,0.228083,0.437088,45.855169,87.606868,29.906577,3235.399582,-3205.493004,0.996886,107.846653,-106.849767,16.56177,0.552059,1663.497487,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.790179,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.790179,0.002,0,0.002334,0.000019,12531,40040,6623,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
heart,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,22,8,0,73.333333,26.666667,0,0.464286,0.303179,0.506936,60.952938,101.606614,29.906577,5383.355035,-5353.448458,0.996886,179.445168,-178.448282,12.165582,0.405519,1221.935515,0.75,12,0.285714,4,0.714286,10,0.25,4,0.75,0.75,0.75,0.662946,0.733333,0.269048,0.730952,0.266667,0.733333,0.733333,0.733333,0.662946,0.002,0,0.002216,0.000018,11087,40040,6623,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
heart,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,24,6,0,80,20,0,0.598214,0.233185,0.426558,46.881039,85.49628,29.906577,2164.50644,-2134.599863,0.996886,72.150215,-71.153329,16.337485,0.544583,1640.969882,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.796875,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.796875,0.002,0,0.002465,0.000019,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
heart,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20150617.1159,267,30,27,3,0,90,10,0,0.8,0.137674,0.288111,27.678821,57.74693,29.906577,1081.733083,-1051.826505,0.996886,36.057769,-35.060884,22.231856,0.741062,2233.012384,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.915179,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.915179,0.002,0,0.002496,0.000016,10365,40040,6623,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
